Location,Property Type,Bedrooms,Bathrooms,Size (m2),Amenities,Price (KES),Listing Date,Source
Lavington,Villa,5,5,557.4,"Swimming Pool, Gym, Parking, Security, Balcony, CCTV, Generator, Solar, SQ, Gate, Jacuzzi, Gazebo",N/A,N/A,KenyaPropertyCentre
Nairobi West,Land,3,3,N/A,"Parking, Security, Lift, Balcony, CCTV, SQ",N/A,N/A,KenyaPropertyCentre
Westlands,Townhouse,4,4,N/A,"Swimming Pool, Gym, Garden, Parking, Borehole, CCTV, Generator, SQ, Clubhouse, Playground, Gate, Sauna",N/A,N/A,KenyaPropertyCentre
Westlands,Commercial,3,2,N/A,"Gym, Parking, Security, Lift, CCTV",N/A,N/A,KenyaPropertyCentre
Nairobi,Commercial,3,N/A,N/A,Store,N/A,N/A,KenyaPropertyCentre
Karen,Villa,4,4,N/A,"Swimming Pool, Garden, Parking, SQ, Rooftop",N/A,N/A,KenyaPropertyCentre
Karen,Land,4,5,N/A,"Parking, SQ",N/A,N/A,KenyaPropertyCentre
Karen,Land,4,5,N/A,"Garden, Parking, SQ, Gate",N/A,N/A,KenyaPropertyCentre
Kilimani,Apartment,1,1,N/A,"Gym, Parking, Borehole, Lift, Balcony, Generator",N/A,N/A,KenyaPropertyCentre
Kilimani,Apartment,2,2,N/A,"Swimming Pool, Gym, Parking, Balcony, Generator",N/A,N/A,KenyaPropertyCentre
Kileleshwa,Apartment,3,3,203,"Gym, SQ",N/A,N/A,KenyaPropertyCentre
Kileleshwa,Apartment,1,1,N/A,"Borehole, Balcony, Lift",N/A,N/A,KenyaPropertyCentre
Kileleshwa,Studio,1,1,N/A,"Gym, Parking, Security, Lift, Solar, Intercom, Rooftop",N/A,N/A,KenyaPropertyCentre
Valley Arcade,House,2,2,N/A,"Swimming Pool, Gym, Parking, Security, Borehole, Generator, Intercom, Lift",N/A,N/A,KenyaPropertyCentre
Lavington,Townhouse,5,5,N/A,Parking,N/A,N/A,KenyaPropertyCentre
Valley Arcade,Land,4,5,N/A,"Swimming Pool, Gym, Parking, Security, Balcony, Generator, SQ, Intercom, Lift",N/A,N/A,KenyaPropertyCentre
Valley Arcade,Land,4,4,N/A,"Swimming Pool, Parking, Generator, SQ, Lift",N/A,N/A,KenyaPropertyCentre
Westlands,Land,1,1,N/A,"Swimming Pool, Parking, Balcony, Laundry",N/A,N/A,KenyaPropertyCentre
Westlands,Land,3,3,175,"Gym, Parking, Generator, SQ, Rooftop",N/A,N/A,KenyaPropertyCentre
Nairobi,Studio,N/A,1,N/A,Jacuzzi,N/A,N/A,KenyaPropertyCentre
Athi River,Maisonette,3,3,160,"Garden, Parking, Security, Solar, SQ, Gate",N/A,N/A,KenyaPropertyCentre
Athi River,Land,N/A,N/A,900,"SQ, Gate",N/A,N/A,KenyaPropertyCentre
Kitengela,Land,N/A,N/A,N/A,None,N/A,N/A,KenyaPropertyCentre
Nairobi CBD,Bungalow,3,4,N/A,"Parking, Security, Gate, Laundry",N/A,N/A,KenyaPropertyCentre
Thika Road,Commercial,1,1,N/A,"Parking, Balcony",N/A,N/A,KenyaPropertyCentre
Karen,Land,5,5,4046.9,"Garden, Balcony, Solar",N/A,N/A,KenyaPropertyCentre
Karen,Villa,5,6,3035,"Gym, Garden, Parking, Balcony, Solar, SQ, Gate, Rooftop",N/A,N/A,KenyaPropertyCentre
Kilimani,Apartment,3,3,N/A,"Parking, Lift, Laundry",N/A,N/A,KenyaPropertyCentre
South B,Apartment,3,1,N/A,"Parking, Security, Borehole, Generator, Lift",N/A,N/A,KenyaPropertyCentre
Lavington,House,4,N/A,N/A,None,N/A,N/A,KenyaPropertyCentre
Lavington,Studio,1,1,66,"Swimming Pool, Gym, Garden, Parking, CCTV, SQ, Playground, Intercom, Laundry, Lift",N/A,N/A,KenyaPropertyCentre
Ngong Road,Commercial,3,3,N/A,"Parking, Security, Balcony, Laundry",N/A,N/A,KenyaPropertyCentre
Westlands,Land,2,2,95,"Swimming Pool, Gym, Garden, Parking, Security, Borehole, CCTV, Generator, SQ, Intercom, Lift",N/A,N/A,KenyaPropertyCentre
Westlands,Studio,1,1,52,"Swimming Pool, Gym, Parking, Security, Borehole, CCTV, Generator, Solar, SQ, Intercom, Rooftop, Sauna, Lift",N/A,N/A,KenyaPropertyCentre
Westlands,Land,2,2,N/A,"Swimming Pool, Gym, Parking, Security, Borehole, Generator, Laundry",N/A,N/A,KenyaPropertyCentre
Westlands,Commercial,4,4,N/A,"Swimming Pool, Garden, Parking, Borehole, En Suite, Balcony, CCTV, Generator, Fibre, Gate, Electric Fence",N/A,N/A,KenyaPropertyCentre
Westlands,Land,6,6,N/A,"Garden, Parking",N/A,N/A,KenyaPropertyCentre
Nairobi,Bungalow,2,2,211,"Garden, Parking, SQ, Gate, Laundry",N/A,N/A,KenyaPropertyCentre
Nairobi,Villa,N/A,N/A,8093.7,None,N/A,N/A,KenyaPropertyCentre
Thika Road,Commercial,N/A,1,707.5,"Parking, Security, SQ",N/A,N/A,KenyaPropertyCentre
Garden Estate,Townhouse,5,5,N/A,"Garden, Parking, Security, Sauna, Store",N/A,N/A,KenyaPropertyCentre
Karen,Bungalow,4,N/A,4046.9,"Garden, Solar, SQ, Gate",N/A,N/A,KenyaPropertyCentre
Karen,Townhouse,4,N/A,N/A,"Garden, SQ, Gate",N/A,N/A,KenyaPropertyCentre
Kilimani,Apartment,3,2,N/A,"Swimming Pool, Balcony, CCTV, Lift",N/A,N/A,KenyaPropertyCentre
Kilimani,House,2,2,N/A,"Parking, Generator, SQ, Laundry",N/A,N/A,KenyaPropertyCentre
Valley Arcade,House,2,2,N/A,"Gym, Parking, Security, Generator, Lift",N/A,N/A,KenyaPropertyCentre
Valley Arcade,Apartment,1,1,N/A,"Swimming Pool, Gym, Parking, Security, Borehole, Generator",N/A,N/A,KenyaPropertyCentre
Ngong Road,Commercial,3,3,N/A,"Parking, Security, Balcony, Laundry",N/A,N/A,KenyaPropertyCentre
Lavington,Apartment,2,2,N/A,"Swimming Pool, Gym, Parking",N/A,N/A,KenyaPropertyCentre
Lavington,House,2,2,N/A,"Swimming Pool, Gym, Parking, Balcony, Generator, SQ",N/A,N/A,KenyaPropertyCentre
Lavington,Land,3,N/A,N/A,"Gym, Garden, Parking, Security, Borehole, CCTV, Generator",N/A,N/A,KenyaPropertyCentre
Lavington,House,4,N/A,350,"Garden, SQ",N/A,N/A,KenyaPropertyCentre
Lower Kabete,Commercial,4,N/A,20,"SQ, Jacuzzi",N/A,N/A,KenyaPropertyCentre
Westlands,Townhouse,5,5,N/A,"Garden, Parking, SQ",N/A,N/A,KenyaPropertyCentre
Westlands,Land,1,1,N/A,None,N/A,N/A,KenyaPropertyCentre
Nairobi CBD,Commercial,4,N/A,8093.7,"Gym, Garden, Security, Generator, Sauna",N/A,N/A,KenyaPropertyCentre
Muthaiga,Land,5,N/A,1000,"Swimming Pool, Gym, Garden, Parking, Balcony, SQ, Sauna, Jacuzzi, Laundry, Gazebo",N/A,N/A,KenyaPropertyCentre
Nairobi CBD,Land,4,N/A,8093.7,"Balcony, SQ",N/A,N/A,KenyaPropertyCentre
Kilimani,Land,3,3,150,"Swimming Pool, Gym, Garden, Parking, Borehole, En Suite, Servant Quarter, SQ, Gate, Store",16800000,N/A,Jiji
Kilimani,Apartment,3,3,150,SQ,10800000,N/A,Jiji
Kilimani,Apartment,2,N/A,87,SQ,9400000,N/A,Jiji
Kileleshwa,Apartment,3,N/A,180,"Swimming Pool, Gym, Servant Quarter, SQ",23000000,N/A,Jiji
Garden Estate,Land,6,N/A,450,"Garden, SQ",55000000,N/A,Jiji
Roysambu,Apartment,2,N/A,4200,SQ,150000000,N/A,Jiji
Nairobi,Apartment,2,N/A,5000,"Gym, SQ",10800000,N/A,Jiji
Kileleshwa,Apartment,4,N/A,230,SQ,23000000,N/A,Jiji
Kileleshwa,Apartment,1,1,N/A,SQ,5700000,N/A,Jiji
Kileleshwa,Apartment,3,3,N/A,None,14500000,N/A,Jiji
Kileleshwa,Apartment,3,3,N/A,"Parking, Borehole, Gate",22000000,N/A,Jiji
Mirema,Apartment,1,N/A,5000,SQ,2500000,N/A,Jiji
Runda,House,5,N/A,500,SQ,110000000,N/A,Jiji
Zimmerman,Apartment,1,N/A,4200,SQ,150000000,N/A,Jiji
Kasarani,Apartment,1,N/A,31,SQ,3500000,N/A,Jiji
Kahawa,House,4,N/A,250,SQ,25000000,N/A,Jiji
Kilimani,Apartment,3,N/A,135,"SQ, Store",14800000,N/A,Jiji
Kilimani,Apartment,3,N/A,125,SQ,12000000,N/A,Jiji
Roysambu,Apartment,3,N/A,134,SQ,14500000,N/A,Jiji
Kileleshwa,Apartment,3,3,N/A,Garden,14500000,N/A,Jiji
Kasarani,Apartment,1,N/A,3200,SQ,65000000,N/A,Jiji
Kilimani,Apartment,3,N/A,150,"En Suite, SQ",15000000,N/A,Jiji
Nairobi,Apartment,3,N/A,90,SQ,5000000,N/A,Jiji
Kileleshwa,Apartment,3,N/A,160,SQ,15500000,N/A,Jiji
Valley Arcade,Townhouse,3,3,150,"Parking, Borehole, Lift, En Suite, Balcony, SQ, Gate",16500000,N/A,Jiji
Kileleshwa,Apartment,3,N/A,170,SQ,19000000,N/A,Jiji
Lavington,House,4,N/A,234,SQ,80000000,N/A,Jiji
Karen,Maisonette,5,N/A,200,"Parking, SQ",95000000,N/A,Jiji
Hurlingham,Apartment,3,N/A,171,"Lift, SQ",15000000,N/A,Jiji
Lower Kabete,Studio,1,N/A,25.5,SQ,2330000,N/A,Jiji
Nairobi,Land,3,N/A,900,SQ,10000000,N/A,Jiji
Runda,Land,6,N/A,4500,SQ,150000000,N/A,Jiji
Nairobi,House,3,N/A,450,SQ,7000000,N/A,Jiji
South B,House,4,N/A,250,"En Suite, SQ",25000000,N/A,Jiji
Kilimani,Studio,1,N/A,70,"SQ, Gate",4500000,N/A,Jiji
Spring Valley,Villa,4,N/A,543,SQ,80000000,N/A,Jiji
Upperhill,Apartment,3,N/A,80,SQ,7900000,N/A,Jiji
Njiru,House,1,N/A,4080,SQ,55000000,N/A,Jiji
Buruburu,Land,4,N/A,500,SQ,15000000,N/A,Jiji
Westlands,Land,3,N/A,130,SQ,14450000,N/A,Jiji
Embakasi,Land,1,N/A,500,SQ,70000000,N/A,Jiji
Lavington,Villa,5,N/A,350,"SQ, Gate",55000000,N/A,Jiji
Buruburu,Townhouse,4,N/A,260,SQ,15900000,N/A,Jiji
Kilimani,Apartment,3,N/A,251,"Balcony, SQ",35000000,N/A,Jiji
Valley Arcade,Townhouse,5,N/A,450,SQ,75000000,N/A,Jiji
Kileleshwa,Apartment,3,3,N/A,"Borehole, Lift",13800000,N/A,Jiji
Nairobi,Bungalow,2,N/A,100,SQ,2600000,N/A,Jiji
Westlands,Villa,2,N/A,95,SQ,12600000,N/A,Jiji
Syokimau,Maisonette,4,3,225,"Garden, Security, SQ, Gate, Store",15000000,N/A,Jiji
Riverside,Apartment,4,N/A,280,"SQ, Gate",15000000,N/A,Jiji
Kilimani,Apartment,1,N/A,60,SQ,7000000,N/A,Jiji
Ongata Rongai,Maisonette,4,N/A,190,SQ,90000000,N/A,Jiji
Membley,House,6,N/A,300,"Security, SQ",19500000,N/A,Jiji
Kitisuru,Maisonette,5,N/A,986,SQ,277000000,N/A,Jiji
Ngong Road,Apartment,2,N/A,56,SQ,5360000,N/A,Jiji
Kahawa Wendani,Bedsitter,8,N/A,2005,SQ,150000000,N/A,Jiji
Kasarani,Bedsitter,43,N/A,3370,SQ,65000000,N/A,Jiji
Kasarani,Maisonette,4,N/A,400,SQ,12500000,N/A,Jiji
South C,Bungalow,3,N/A,120,"SQ, Gate",11000000,N/A,Jiji
Parklands,Land,3,N/A,200,SQ,12500000,N/A,Jiji
South B,Maisonette,4,3,N/A,Gate,17500000,N/A,Jiji
Ngong Road,Land,1,N/A,23,SQ,2300000,N/A,Jiji
Runda,House,4,N/A,1000,SQ,120000000,N/A,Jiji
Runda,Maisonette,4,N/A,429,SQ,42000000,N/A,Jiji
Embakasi,Apartment,3,2,N/A,None,7000000,N/A,Jiji
Githurai,House,11,5,N/A,Store,20000000,N/A,Jiji
Kileleshwa,Apartment,3,N/A,90,SQ,13800000,N/A,Jiji
Westlands,Land,3,N/A,3000,"Garden, SQ",25380000,N/A,Jiji
Kahawa,Apartment,4,N/A,105,SQ,8400000,N/A,Jiji
Embakasi,Maisonette,4,N/A,300,SQ,9999999,N/A,Jiji
Lavington,Commercial,2,N/A,90,SQ,9000000,N/A,Jiji
Langata,House,4,N/A,246,SQ,38800000,N/A,Jiji
Langata,Townhouse,4,2,170,"Gym, Parking, Lift, SQ, Gate, Store",26000000,N/A,Jiji
Nairobi,Maisonette,4,N/A,297,SQ,14000000,N/A,Jiji
Kileleshwa,Apartment,2,N/A,96,SQ,10987788,N/A,Jiji
Parklands,Land,3,N/A,2800,SQ,21000000,N/A,Jiji
Nairobi,Maisonette,5,N/A,500,"SQ, Gate",16000000,N/A,Jiji
Embakasi,Apartment,3,N/A,135,SQ,8750000,N/A,Jiji
Kilimani,House,3,N/A,204,SQ,29400000,N/A,Jiji
Embakasi,Bungalow,4,N/A,450,"SQ, Gate",20000000,N/A,Jiji
Lavington,House,1,N/A,60,SQ,7600000,N/A,Jiji
Dagoretti,Bungalow,3,N/A,200,SQ,20000000,N/A,Jiji
Kileleshwa,Bungalow,1,N/A,60,"Gym, Lift, SQ",7000000,N/A,Jiji
Westlands,Land,3,N/A,64,SQ,6500000,N/A,Jiji
Runda,House,4,N/A,380,SQ,120000000,N/A,Jiji
Lower Kabete,Apartment,2,2,N/A,Lift,12500000,N/A,Jiji
Dagoretti,Apartment,1,N/A,80,"Parking, SQ, Lift",6500000,N/A,Jiji
Parklands,Land,3,N/A,190,SQ,14000000,N/A,Jiji
Embakasi,Maisonette,3,N/A,250,SQ,9999999,N/A,Jiji
Kahawa,Apartment,4,N/A,105,SQ,13000000,N/A,Jiji
Nairobi,Bungalow,2,N/A,100,SQ,2600000,N/A,Jiji
Karen,House,4,N/A,5000,SQ,80000000,N/A,Jiji
Westlands,Land,2,N/A,270,SQ,13500000,N/A,Jiji
Mwiki,Bungalow,3,N/A,2500,SQ,6200000,N/A,Jiji
Valley Arcade,Townhouse,4,N/A,400,"SQ, Store",65000000,N/A,Jiji
Kileleshwa,Maisonette,4,N/A,3530,SQ,155000000,N/A,Jiji
Westlands,Townhouse,4,2,2500,"Swimming Pool, Garden, SQ, Gate",26500000,N/A,Jiji
Lavington,Villa,5,N/A,557,"Swimming Pool, SQ",155000000,N/A,Jiji
Parklands,Land,3,N/A,200,SQ,19500000,N/A,Jiji
Hurlingham,Apartment,3,N/A,167,SQ,18000000,N/A,Jiji
Nairobi,Apartment,2,N/A,95,SQ,8000000,N/A,Jiji
Westlands,Land,3,N/A,200,SQ,28000000,N/A,Jiji
Westlands,Land,1,N/A,58,SQ,7300000,N/A,Jiji
Mwiki,Bedsitter,2,2,N/A,None,42000000,N/A,Jiji
Kilimani,Apartment,4,N/A,400,SQ,28000000,N/A,Jiji
Dagoretti,Studio,1,N/A,24,SQ,2700000,N/A,Jiji
Hurlingham,Apartment,2,N/A,102,SQ,10500000,N/A,Jiji
Hurlingham,House,1,N/A,56,SQ,8800000,N/A,Jiji
Imara Daima,Villa,2,1,N/A,Garden,4500000,N/A,Jiji
Kilimani,Apartment,3,3,N/A,None,12000000,N/A,Jiji
Valley Arcade,Apartment,4,N/A,400,SQ,16000000,N/A,Jiji
Kilimani,Apartment,2,N/A,185,SQ,11000000,N/A,Jiji
Ruiru,Maisonette,4,N/A,262,SQ,20500000,N/A,Jiji
Nairobi,Bungalow,3,N/A,152,"SQ, Gate",9750000,N/A,Jiji
Valley Arcade,Apartment,4,N/A,251,SQ,27000000,N/A,Jiji
Nairobi,Bungalow,3,N/A,150,SQ,9750000,N/A,Jiji
Lavington,Apartment,4,N/A,400,SQ,110000000,N/A,Jiji
Kileleshwa,Apartment,4,N/A,270,SQ,24500000,N/A,Jiji
Kahawa Wendani,House,6,N/A,600,SQ,28000000,N/A,Jiji
Ridgeways,Townhouse,4,N/A,320,SQ,75000000,N/A,Jiji
Runda,Townhouse,4,N/A,600,"Swimming Pool, Security, Lift, En Suite, Fibre, SQ, Gate",350000000,N/A,Jiji
South B,Apartment,2,N/A,200,"Security, SQ",7000000,N/A,Jiji
Kasarani,Land,2,N/A,464,SQ,39500000,N/A,Jiji
Kitisuru,Apartment,2,N/A,113,SQ,12500000,N/A,Jiji
Imara Daima,Maisonette,4,N/A,200,SQ,16000000,N/A,Jiji
Hurlingham,Maisonette,3,N/A,980,SQ,85000000,N/A,Jiji
Kileleshwa,Apartment,4,N/A,270,SQ,25800000,N/A,Jiji
Kilimani,House,2,N/A,120,"SQ, Gate",14500000,N/A,Jiji
Westlands,Townhouse,4,N/A,250,SQ,50000000,N/A,Jiji
Upper Hill,Apartment,3,N/A,174,SQ,19800000,N/A,Jiji
Githurai,Apartment,1,N/A,3200,SQ,80000000,N/A,Jiji
Hurlingham,Studio,1,N/A,43,SQ,5200000,N/A,Jiji
Westlands,Land,4,N/A,160,SQ,33650000,N/A,Jiji
Westlands,Villa,5,N/A,200,SQ,131000000,N/A,Jiji
Kileleshwa,Studio,1,N/A,48,SQ,4500000,N/A,Jiji
South C,Apartment,2,N/A,152,"En Suite, Fibre, SQ",12500000,N/A,Jiji
Westlands,Land,1,N/A,52,"SQ, Gate",5500000,N/A,Jiji
Westlands,Land,1,N/A,41,SQ,5800000,N/A,Jiji
Westlands,Land,1,N/A,59,SQ,7800000,N/A,Jiji
Westlands,Maisonette,4,N/A,300,SQ,34000000,N/A,Jiji
Lower Kabete,Land,1,N/A,33,SQ,3300000,N/A,Jiji
Kilimani,Apartment,3,N/A,260,"Lift, SQ",15500000,N/A,Jiji
Muthaiga,Bungalow,5,N/A,657,SQ,400000000,N/A,Jiji
Ridgeways,House,8,N/A,500,"Swimming Pool, SQ",110000000,N/A,Jiji
Embakasi,Townhouse,3,20,250,"Gym, Garden, Security, SQ, Gate, Intercom",7700000,N/A,Jiji
Ridgeways,House,5,N/A,600,SQ,64000000,N/A,Jiji
Kileleshwa,Apartment,3,N/A,190,SQ,16500000,N/A,Jiji
Kasarani,House,6,N/A,999,SQ,55000000,N/A,Jiji
Imara Daima,Maisonette,4,N/A,250,"Security, SQ, Gate",15000000,N/A,Jiji
Kileleshwa,Apartment,2,N/A,130,SQ,12500000,N/A,Jiji
Parklands,Land,3,N/A,250,SQ,21500000,N/A,Jiji
Kileleshwa,Apartment,4,N/A,230,SQ,22000000,N/A,Jiji
Kileleshwa,Apartment,2,N/A,90,SQ,8500000,N/A,Jiji
Kileleshwa,Apartment,1,N/A,60,SQ,7500000,N/A,Jiji
Westlands,Townhouse,4,N/A,1056,SQ,113000000,N/A,Jiji
Kasarani,Bedsitter,20,20,N/A,None,130000000,N/A,Jiji
Westlands,Studio,1,N/A,48,SQ,8200000,N/A,Jiji
Parklands,Land,2,N/A,90,SQ,8000000,N/A,Jiji
Parklands,Maisonette,4,N/A,2800,"SQ, Gate",22500000,N/A,Jiji
Nairobi,Bungalow,3,N/A,150,SQ,9500000,N/A,Jiji
Kilimani,Apartment,1,N/A,43,SQ,5200000,N/A,Jiji
Kilimani,Apartment,1,N/A,55,SQ,6500000,N/A,Jiji
Langata,Townhouse,5,N/A,N/A,None,44000000,N/A,Jiji
Nairobi,House,4,N/A,236,SQ,14000000,N/A,Jiji
Westlands,Land,1,N/A,67,"Gym, SQ, Intercom",7600000,N/A,Jiji
Westlands,Land,1,N/A,104,SQ,6440000,N/A,Jiji
Garden Estate,House,4,N/A,474,"Garden, SQ",55000000,N/A,Jiji
Westlands,Land,2,N/A,94,SQ,15540000,N/A,Jiji
Dagoretti,Townhouse,1,3,49,"Security, Borehole, SQ, Gate",4900000,N/A,Jiji
Kilimani,Apartment,3,3,N/A,None,13100000,N/A,Jiji
Langata,House,4,N/A,260,SQ,35900000,N/A,Jiji
Westlands,Land,2,N/A,1700,SQ,22400000,N/A,Jiji
Eastleigh,Apartment,2,2,N/A,None,285000000,N/A,Jiji
Muthaiga,Apartment,2,N/A,185,SQ,13000000,N/A,Jiji
Runda,Villa,4,N/A,350,"Security, SQ",52000000,N/A,Jiji
Westlands,Land,1,N/A,57,SQ,7700000,N/A,Jiji
Nairobi,Bungalow,3,N/A,150,"SQ, Gate",9550000,N/A,Jiji
Kileleshwa,House,4,N/A,270,SQ,29500000,N/A,Jiji
Karen,House,5,N/A,500,SQ,99000000,N/A,Jiji
Kahawa,Bedsitter,54,N/A,3200,SQ,61000000,N/A,Jiji
Roysambu,Commercial,1,N/A,465,"Borehole, SQ",122000000,N/A,Jiji
Westlands,Land,3,N/A,198,SQ,22250000,N/A,Jiji
Kilimani,Apartment,1,N/A,70,SQ,6900000,N/A,Jiji
Dagoretti,Apartment,2,N/A,65,SQ,7800000,N/A,Jiji
Komarock,House,6,N/A,400,SQ,23000000,N/A,Jiji
Kilimani,Apartment,2,N/A,75,SQ,7500000,N/A,Jiji
Runda,House,5,N/A,500,SQ,110000000,N/A,Jiji
Nairobi West,Townhouse,5,4,N/A,None,34000000,N/A,Jiji
South C,Commercial,5,4,N/A,None,35000000,N/A,Jiji
Kilimani,Apartment,2,N/A,95,SQ,7500000,N/A,Jiji
Nairobi,Apartment,2,N/A,5000,SQ,12300000,N/A,Jiji
Hurlingham,Maisonette,3,3,190,"Swimming Pool, Gym, Garden, SQ, Gate, Laundry",23000000,N/A,Jiji
Kileleshwa,Apartment,1,N/A,55,SQ,7500000,N/A,Jiji
Kilimani,Apartment,3,N/A,65,SQ,7200000,N/A,Jiji
Westlands,Land,1,N/A,65,SQ,7000000,N/A,Jiji
Hurlingham,House,2,N/A,60,"Garden, SQ",11500000,N/A,Jiji
Imara Daima,Apartment,3,2,N/A,"Garden, SQ, Laundry",13500000,N/A,Jiji
Kilimani,Studio,1,N/A,22,SQ,1900000,N/A,Jiji
Thome,Maisonette,5,N/A,1400,SQ,89000000,N/A,Jiji
Kileleshwa,Studio,1,N/A,42,SQ,4500000,N/A,Jiji
Komarock,Maisonette,4,N/A,505,SQ,12500000,N/A,Jiji
Kasarani,Apartment,18,N/A,1023,SQ,155000000,N/A,Jiji
Parklands,Land,3,N/A,2700,SQ,21000000,N/A,Jiji
Kileleshwa,Maisonette,4,N/A,130,SQ,38000000,N/A,Jiji
Imara Daima,House,3,N/A,59,"Swimming Pool, Gym, SQ",10500000,N/A,Jiji
Kilimani,Apartment,2,5,80,"SQ, Laundry",9000000,N/A,Jiji
Hurlingham,Apartment,3,N/A,134,SQ,15200000,N/A,Jiji
Kileleshwa,Apartment,1,N/A,58,SQ,7500000,N/A,Jiji
Westlands,Land,3,3,N/A,SQ,30000000,N/A,Jiji
Kasarani,Bedsitter,2,N/A,786,SQ,26000000,N/A,Jiji
Parklands,Land,5,N/A,1000,"Garden, SQ",160000000,N/A,Jiji
Langata,Maisonette,3,N/A,1140,SQ,15000000,N/A,Jiji
Kileleshwa,Apartment,3,N/A,208,SQ,19500000,N/A,Jiji
Kahawa,House,5,N/A,400,"SQ, Gate",55000000,N/A,Jiji
Ridgeways,Maisonette,6,5,450,"Swimming Pool, Gym, Garden, Lift, SQ, Store",70000000,N/A,Jiji
South C,House,8,5,N/A,None,95000000,N/A,Jiji
Kilimani,House,6,N/A,1000,"Swimming Pool, SQ",65000000,N/A,Jiji
Westlands,Land,1,N/A,41,SQ,5800000,N/A,Jiji
Westlands,Land,1,N/A,5000,SQ,7800000,N/A,Jiji
Lavington,House,5,N/A,370,"SQ, Store",80000000,N/A,Jiji
Kilimani,Studio,1,1,N/A,None,1900000,N/A,Jiji
Garden Estate,Villa,5,N/A,350,"Garden, SQ",75000000,N/A,Jiji
Nairobi,Apartment,3,N/A,300,"Garden, SQ",14500000,N/A,Jiji
Kasarani,Commercial,1,1,N/A,None,25000000,N/A,Jiji
Lavington,Apartment,3,N/A,170,SQ,23000000,N/A,Jiji
Kilimani,Apartment,2,N/A,70,SQ,7500000,N/A,Jiji
Hurlingham,Land,3,N/A,205,SQ,29500000,N/A,Jiji
Lavington,Maisonette,5,N/A,450,SQ,75000000,N/A,Jiji
Valley Arcade,Apartment,3,N/A,138,SQ,12800000,N/A,Jiji
Roysambu,Commercial,1,N/A,464,SQ,120000000,N/A,Jiji
South C,Apartment,2,N/A,180,SQ,8000000,N/A,Jiji
Kasarani,Bedsitter,1,N/A,3200,SQ,52000000,N/A,Jiji
Kilimani,Apartment,3,N/A,186,SQ,12500000,N/A,Jiji
Kitisuru,Villa,5,N/A,900,SQ,75000000,N/A,Jiji
Kileleshwa,Apartment,3,N/A,236,SQ,22000000,N/A,Jiji
Kilimani,Apartment,3,3,N/A,SQ,13500000,N/A,Jiji
Thome,House,3,N/A,134,"Gym, Lift, SQ",14500000,N/A,Jiji
Karen,Maisonette,5,2,550,"Gym, SQ, Gate",155000000,N/A,Jiji
Hurlingham,Apartment,3,N/A,250,SQ,20000000,N/A,Jiji
Hurlingham,Apartment,3,N/A,173,SQ,18500000,N/A,Jiji
Westlands,Land,3,N/A,5000,SQ,18300000,N/A,Jiji
Kileleshwa,House,4,N/A,338,SQ,34000000,N/A,Jiji
Kilimani,Apartment,2,N/A,61,SQ,6200000,N/A,Jiji
Karen,Villa,5,N/A,600,SQ,155000000,N/A,Jiji
Westlands,Land,5,N/A,400,SQ,110000000,N/A,Jiji
Githurai,Bedsitter,1,N/A,465,SQ,34500000,N/A,Jiji
South C,Land,4,N/A,650,SQ,110000000,N/A,Jiji
Westlands,Land,3,N/A,5000,"Gym, SQ",19500000,N/A,Jiji
Donholm,Maisonette,4,N/A,160,"SQ, Gate",18000000,N/A,Jiji
Kilimani,Apartment,3,N/A,118,SQ,14800000,N/A,Jiji
Runda,Villa,5,N/A,500,SQ,150000000,N/A,Jiji
Dagoretti,Apartment,2,2,N/A,None,73000000,N/A,Jiji
Zimmerman,Commercial,1,N/A,465,SQ,151000000,N/A,Jiji
Zimmerman,Bedsitter,1,N/A,3200,SQ,62000000,N/A,Jiji
Ridgeways,Maisonette,5,N/A,500,SQ,150000000,N/A,Jiji
Westlands,Land,2,N/A,5000,"SQ, Gate",11500000,N/A,Jiji
Hurlingham,House,4,N/A,295,SQ,29000000,N/A,Jiji
Kilimani,Apartment,1,1,N/A,None,7062000,N/A,Jiji
Kitisuru,Apartment,2,N/A,112,SQ,12500000,N/A,Jiji
Kahawa Wendani,Apartment,1,1,N/A,None,123000000,N/A,Jiji
Roysambu,Townhouse,1,2,3200,"Swimming Pool, Gym, Garden, Parking, Borehole, Lift, Balcony, SQ, Gate, Laundry",118000000,N/A,Jiji
Komarock,Maisonette,4,N/A,550,SQ,11000000,N/A,Jiji
Westlands,Land,2,2,N/A,None,12100000,N/A,Jiji
Karen,Villa,5,N/A,600,SQ,99000000,N/A,Jiji
Kasarani,Apartment,1,1,N/A,None,58000000,N/A,Jiji
Kileleshwa,Apartment,3,4,N/A,None,30000000,N/A,Jiji
Garden Estate,House,4,N/A,350,"Garden, SQ",55000000,N/A,Jiji
South C,Apartment,3,3,N/A,Gate,18000000,N/A,Jiji
Kilimani,Apartment,4,N/A,1000,"Swimming Pool, Gym, Balcony, SQ",27800000,N/A,Jiji
Kileleshwa,Apartment,2,N/A,125,SQ,14500000,N/A,Jiji
Kilimani,Apartment,1,N/A,31,SQ,3400000,N/A,Jiji
Kiambu,Townhouse,4,N/A,310,SQ,65000000,N/A,Jiji
Kasarani,Bedsitter,1,1,N/A,None,95000000,N/A,Jiji
Kileleshwa,Apartment,2,N/A,166,SQ,14000000,N/A,Jiji
Dagoretti,Townhouse,6,N/A,250,SQ,25000000,N/A,Jiji
